"writer"
"César Andreu Iglesias"
"D. C. Moore"
"Datta Bhagat"
"Deborah Warren"
"Derek Santos Olson"
"Etan Frankel"
"Dianne Wolfer"
"Domingo Marrero Navarro"
"Don Yaeger"
"Doug Palau"
"Duncan Lay"
"Eddy C. Bertin"
"Einar Eriksen"
"Elena Akselrod"
"Elizabeth Humphreys Penrose"
"Elizabeth Watkin-Jones"
"Ellen Einan"
"Emil Isac"
"Emilio J. Pasarell"
"Erik Diesen"
"Erin Levy"
"Erling Kittelsen"
"Fedir Danylak"
"Fedir Ivanovych Danylak"
"Федір Іванович Даниляк"
"Frances Claudia Wright"
"Frances Watts"
"François Bréda"
"Fred M. Hechinger"
"Félix Arnaudin"
"George Howard Earle, Jr."
"George Mastras"
"George Reginald Bacchus"
"Giovanni Chiocca"
"Gloria Feldt"
"Gregg Fienberg"
"Gregory Berns"
"Gudibande Poornima"
"Guru Thakur"
"H. H. ter Balkt"
"H.H. ter Balkt"
"Hanoch Yelon"
"חנוך ילון"
"Helen Hemphill"
"Helen Delane Hemphill"
"Helias Doundoulakis"
"Helias ""Louis"" Doundoulakis"
"Helie Lee"
"Henri Nathansen"
"Henrik Jæger"
"Hyun Yi Kang"
"Iain Martin"
"Idar Kristiansen"
"Ingemund Fænn"
"Iqbal Kuttippuram"
"Dr. Iqbal Kuttippuram"
"Isaac Alexander"
"Ivan Kristoffersen"
"Jacob R. Kuhnle"
"Jani Vreto"
"Jason Ganzel"
"Jeet Thayil"
"Jeffrey Angles"
"Ji-Yeon Yuh"
"Jill McCorkle"
"Jody Worth"
"John David Morley"
"John W. R. Taylor"
"Jorge Zamacona"
"Joseph Bentwich"
"'יוסף בנטוויץ"
"Joshua Brown"
"José María Samper"
"José María Samper Agudelo"
"José Rivera Indarte"
"Judy Pascoe"
"Juliette Benzoni"
"Kari Risvik"
"Karin Sveen"
"Karl Skala"
"Kater Gordon"
"Katherine Gallagher"
"Katherine Wilmot"
"Catherine Wilmot"
"Kim Caraher"
"Kim Seung-ok"
"Kim Yong-ik"
"L.K. Samuels"
"Lakshmi Raj Sharma"
"Laura Linnea Jensen"
"Lee C. McIntyre"
"Lewis John Carlino"
"Lewis Machin"
"Lionel Abel"
"Liv Nysted"
"Lotte Salling"
"Luc Plissonneau"
"Lucy Peacock"
"Lam Quang My"
"Nguyễn Đình Dũng"
"M. S. Purnalingam Pillai"
"Munirpallam Sivasubramaniam Purnalingam Pillai"
"Marc Moss"
"Marianne Viermyr"
"Marie Colban"
"Mark T. Williams"
"Martin Cohan"
"Mary Ann Kilner"
"María Esther Vázquez"
"María Teresa Babín Cortés"
"Meeraji"
"میراجی"
"Melanie Marnich"
"Michael H. Belzer"
"Michael Yebba"
"Michele Mari"
"Mihal Grameno"
"Mikhail Dostoyevsky"
"Minsoo Kang"
"Mona Thiba"
"Ndoc Gjetja"
"Nelson Rand"
"Nick Towne"
"Nikita Larionov"
"Niklas Krog"
"Odd Solumsmoen"
"Olga Elena Mattei"
"Oscar Saul"
"Pat McIntosh"
"Pedro J. Labarthe"
"Penni Russon"
"Peter Brunette"
"Peter Tennant"
"Peter of Poitiers"
"Phil Porter"
"Philip Shelby"
"Pier Alessandro Paravia"
"Rajashri"
"Ralph W. Moss"
"Ralph Walter Moss"
"Raul Mesquita"
"Raúl Mesquita"
"Ravji Patel"
"Regina Corrado"
"Regina Morantz-Sanchez"
"René Galand"
"Ri Ki-yong"
"Ri Ki-Yong"
"Richard Moe"
"Rob Nieuwenhuys"
"Robert Beauvais"
"Robert Boone"
"Robert Daseler"
"Robert Shapard"
"Rolf Gerhardsen"
"Ron Fimrite"
"Ron Fitzgerald"
"Ron Garmon"
"Rosie Shuster"
"Sally Murphy"
"Salvator Gotta"
"Sam Catlin"
"Sant Singh Sekhon"
"Scott Stephens"
"Serafin Baroja"
"Serafín Baroja"
"Siddharth Kara"
"Sidsel Mørck"
"Sook Nyul Choi"
"Stephen Fried"
"Steven Price"
"Susan Schulten"
"Susanne Kappeler"
"T. M. Chidambara Ragunathan"
"Tagebuch einer Verlorenen"
"Tara Betts"
"Thomas C. Thornton"
"Thomas Nicoll Hepburn"
"Tom Murphy"
"Tony Forrester"
"Tordis Ørjasæter"
"Trine Eilertsen"
"Turk Pipkin"
"Uri Herscher"
"Uri D Herscher"
"Varian Johnson"
"Victoria Morrow"
"Vigdis Stokkelien"
"Violet Barbour"
"Vojtech Mastny"
"W. D. M. Bell"
"Walter Dalrymple Maitland Bell"
"Widji Thukul"
"William Phiston"
"William Phylip"
"Yanagida Toshiko"
"Yngvar Hauge"
"Zhang Xianliang"
"Ziggy Steinberg"
"Aaly Tokombaev"
"Aalı Toqombayev"
"Aalь Toqomвajev"
"Аалы Токомбаев"
"االى توقومبايەۋ"
"Abel Stevens"
"Achille Essebac"
"Afrizal Malna"
"Agha Bismil"
"Agnes Grainger Stewart"
"Agripina Samper Agudelo"
"Alain Chedanne"
"Albert Ghica"
"Alcinous Burton Jamison"
"Alexander Druzhinin"
"Alexander Ertel"
"Alexander Levitov"
"Alf Reidar Jacobsen"
"Alfred Neobard Palmer"
"Alice Furlong"
"Aliza Greenblatt"
"Amy Sackville"
"Andrea Phillips"
"Anne Grete Hollup"
"Annie Russell Marble"
"Banikanta Kakati"
"বাণীকান্ত কাকতি"
"Barry Michael Cooper"
"Ben Loory"
"Bernd Jürgen Fischer"
"Bertilda Samper Acosta"
"Bertrand Vac"
"Bjarne Rønning"
"Bo Ma"
"Ma Bo (马波）"
"Brenda Silsbe"
"Bruce Cassiday"
"Bryan Q. Miller"
"C.B. Colby"
"Carlo Salsa"
"Carole Corbeil"
"Charles Bragg"
"Charlotte Corbeil-Coleman"
"Cho Seon-jak"
"Chris Hauty"
"Chuck Perkins"
"Clarence Clough Buel"
"Claude Cariguel"
"Constance Isabel Smith"
"Daniel C. Mitchell"
"David F. Gordon"
"David F. Musto"
"David Franklin Musto"
"David Nandi Odhiambo"
"Denis Saverot"
"Dmitry Filosofov"
"Domingos Olímpio"
"Dušan Ninić"
"Ed Whitmore"
"Edith Ranum"
"Eduardo Liendo"
"Edward Pinnington"
"Edward Russell Thomas"
"Eldon Grier"
"Eldred Nathaniel Woodcock"
"Elisha Winfield Green"
"Elyse Friedman"
"Emily Chantiri"
"Enrique García-Máiquez"
"Erik M. Conway"
"Erik Tandberg"
"Eugene Ostroff"
"Evgeny Chirikov"
"Florence Seyvos"
"Francisco do Monte Alverne"
"Frank A. Jenssen"
"Franklin D. McDowell"
"Franklin Lafayette Riley, Jr."
"Frederick Arthur McKenzie"
"G. Herbert Sallans"
"Gabriella De Ferrari"
"Gabriella Goliger"
"Gary Andrew Poole"
"George Washington Dupee"
"Georges Pillement"
"Gerald O'Carroll"
"Germaine Guèvremont"
"Gilbert Lawford Dalton"
"Govindray H. Nayak"
"G. H. Nayak"
"Grace Krilanovich"
"Graham Hurley"
"Gregory Pardlo"
"Haldhar Nag"
"Hans Henrik Holm"
"Harriet Vaughan Cheney"
"Heather Kelley"
"Heidi Marie Kriznik"
"Henry James Forman"
"Hiroshi Shima"
"Hossein Monzavi"
"Iimani David"
"Ingeborg Møller"
"Ingvar Moe"
"Irina Odoyevtseva"
"Ivar Tveit"
"J. L. Manning"
"Jagannath Pathak"
"James D. Corrothers"
"James Young Simpson"
"Jan-Magnus Bruheim"
"Jan Mehlum"
"Jay A. Parry"
"Jay Atwell Parry"
"Jean de Pauly"
"Jens Braage Halvorsen"
"Jessica Grant"
"Jo Eggen"
"Joan Henry"
"Joel Thomas Hynes"
"Johanna Skibsrud"
"John Ballem"
"John Campbell Smith"
"John Howkins"
"John Hoyle"
"Jon Winokur"
"Joseph Aston"
"José María Ramos Mejía"
"Julia Magruder"
"Julius Chambers"
"Karl Maier"
"Kathleen Winter"
"Keith Alldritt"
"Ken Mitchell"
"Ketil Gjessing"
"Knut Are Tvedt"
"Kutraleeswaran"
"Kåre Fasting"
"Lars Ramslie"
"Li Rui"
"Lidia Veselitskaya"
"Lily Dougall"
"Lionel Shapiro"
"Lucien Romier"
"Lucy Garnett"
"Ludvig Hope"
"Ludwig Schödl"
"Luís Gama"
"Luiz Gama"
"Marci McDonald"
"Margaret Duley"
"Maria Bellonci"
"Marie Rutkoski"
"Mark Dapin"
"Marry A. Somby"
"Marry Ailonieida Somby"
"Marta Schumann"
"Martyn Godfrey"
"Matthew J. Kirby"
"Max Crawford"
"Max F Crawford"
"May Agnes Fleming"
"Meem Hay Latifi"
"Muhammad Hasan Latifi"
"Miguel Mendonca"
"Miguel Mendonça"
"Miguel Samper Agudelo"
"Mirra Lokhvitskaya"
"Mister Jalopy"
"Mohsin Changezi"
"Morris S. Seale"
"Nadezhda Khvoshchinskaya"
"Nadikerianda Chinnappa"
"Nagasamy Ramachandran"
"Namini Subrahmanyam Naidu"
"Nancy Mercado"
"Nate Lee"
"Ned Balbo"
"Nene Gare"
"Nguyễn Quảng Tuân"
"Nicola Morgan"
"Nikolai Grozni"
"Nikolai Karonin-Petropavlovsky"
"Karonin-Petropavlovsky"
"Nikolai Zlatovratsky"
"Nils Nordberg"
"Ningombam Bupenda Meitei"
"Odd Selmer"
"Oliver Reynolds"
"P.F.Dahler"
"P. K. Warrier"
"Padmashree  Panniyampilly Krishnankuty Warrier"
"Parviz Nouri"
"پرویز نوری"
"Paul Genesse"
"Penny Mickelbury"
"Penny Micklebury"
"Per Hohle"
"Percy Izzard"
"Pere Calders"
"Petre M. Andreevski"
"Petre Mito Andreevski"
"Pierre Dubois"
"Pål Sundvor"
"R. Raj Rao"
"Ragnhild Magerøy"
"Randy Boyagoda"
"Raša Papeš"
"Rebecca Prichard"
"Reuben Bourne"
"Richard Bronson"
"Richard D. Bronson"
"Richard Stack"
"Robert Chafe"
"Robert Palm"
"Robin Parry"
"Roderick L. Evans"
"Rudi Graetz"
"Ruth E. McKee"
"Salvatore Falco"
"Samuel Boyce"
"Sarah Selecky"
"Scott Z. Burns"
"Semyon Yushkevich"
"Sergey Semyonov"
"Sergey Terentyevich Semyonov"
"Shahabuddin Nagari"
"Soledad Acosta"
"Soledad Acosta Kemble"
"Stanley Loomis"
"Steinar Løding"
"Stepan Skitalets"
"Skitalets"
"Stephen Prentice"
"Stephen Ratcliffe"
"Susan Lendroth"
"Susie Shellenberger"
"Syed Askar Mousavi"
"سید عسکر موسوی"
"Taras Grescoe"
"Taylor Anderson"
"Terje Johanssen"
"Terry Pindell"
"Tetsuya Ishikawa"
"Thanh Hải"
"Thanh Hai"
"Tias Mortigjija"
"Tone Hødnebø"
"Valentina Dmitryeva"
"Vicente Botín"
"Vico Mossa"
"Viktor Grabovskyj"
"Virginia Lanier"
"Will R. Bird"
"William Richard Bird"
"William Cauldwell"
"William Fruet"
"William Kessen"
"William Kirk Dickson"
"William Menzies Alexander"
"Wollert Keilhau"
"Yang Mo"
"Yu Guangzhong"
"余光中"
"Z. G. Muhammad"
"Zef Jubani"
"Åsta Holth"
"Genevieve Valentine"
"Alan Manly"
"Annette Lapointe"
"()"
"Babaji Singh"
"Babaji Singh Khalsa"
"Hanna Winsnes"
"Ivan Shakespeare"
"Jemiah Jefferson"
"Leo Gershoy"
"Lillian de la Torre"
"Lillian de la Torre Bueno McCue"
"Michele Ritterman"
"Olaf D. Thommessen"
"Philip Dray"
"Pierre Frondaie"
"Sam Leith"
"Satkirin Kaur Khalsa"
"Siddavanahalli Krishna Sarma"
"T. W. Wheeler"
"A. den Doolaard"
"A Dark Traveling"
"Agam Wispi"
"Ajip Rosidi"
"Aju Gossain"
"Akbar Agha"
"Alaettin Tahir"
"Alahettin Tahir"
"Alan C. Carey"
"Aleš Čar"
"Alice-Leone Moats"
"Alicia Ramsey"
"Andreas Eriksen"
"Andrej Hieng"
"Anna Cabot Lowell"
"Annabel Teh Gallop"
"Anne Hart"
"Arandzar"
"Առանձար"
"Arcady Aris"
"Arielle Greenberg"
"Arifin C. Noer"
"Armijn Pane"
"Arshag Chobanian"
"Ashok Vajpeyi"
"Atiqul Haque Chowdhury"
"Babu Thiruvalla"
"Balakrishna Hari Kolhatkar"
"Barry A. Vann"
"Dr. Barry Aron Vann"
"Ben Brooks"
"Bernard Arps"
"Bert V. Royal"
"Berta Bojetu"
"Bhaskaracharya Tripathi"
"Bohdan Pociej"
"Bonnie Marranca"
"Boro Drašković"
"Burns Mantle"
"Carla Porta Musa"
"Carla van Raay"
"Caroline Dale Snedeker"
"Caroline Snedeker"
"Carter Smith"
"Catherine Christian"
"Cengiz Dağcı"
"Chandravadan Mehta"
"Chandravadan Chimanlal Mehta"
"Ciarán Brennan"
"Ciril Zlobec"
"Daniil Mordovtsev"
"David Hoskins"
"Dennis Sanchez"
"Dhanashree Halbe"
"Dhanashree M. Halbe"
"Dhirendra Mehta"
"Dhiruben Patel"
"Dmitry Gorchakov"
"Dolarrai Mankad"
"Donald K. Fry"
"Dušan Čater"
"Edmund Norén"
"Edward Rosen"
"Eka Budianta"
"Emil Filipčič"
"Emmanuel Delbousquet"
"Erik Wielenberg"
"Francis Hitching"
"Gary Liddon"
"Gary Penn"
"George Edward Ellis"
"George Fort Gibbs"
"George Robert Wythen Baxter"
"George Woodward Warder"
"Gerard Sarnat"
"Gian Luigi Nespoli"
"Greg Hrbek"
"Grigoriy Oster"
"Guillermo Marín Ruiz"
"Hanna Rambe"
"Hari Shankar Sharma"
"Harry Webb Farrington"
"Herbrand Lavik"
"Hovhannes Hintliyan"
"Hovhannes Setian"
"Howard Breslin"
"Huo Da"
"Ieronim Yasinsky"
"Indra Bahadur Khare"
"Ismail Marahimin"
"Ivan Sokolov-Mikitov"
"Ivan Surikov"
"J. Jill Robinson"
"Jaladi Raja Rao"
"James Silver"
"Jane Tunstall Lingo"
"Jean E. Karl"
"Jean Schneider"
"Jerilyn Lee Brandelius"
"Jill Armitage"
"Johannes Lavik"
"Juan Rafael Allende"
"Judith Robinson"
"Juliana González Valenzuela"
"Juliana Gonzalez Valenzuela"
"Jørgen Hustad"
"Júlia Lopes de Almeida"
"K. Kalyan"
"Kalyanasundaranar"
"Makkal Kavignar Pattukkottai Kalyanasundaram"
"Karel Píč"
"Kasëm Trebeshina"
"Katarina Marinčič"
"Kate Saffin"
"Kathleen Meyer"
"Katti Padma Rao"
"Keith Chatto"
"Krzysztof Szwagrzyk"
"Lado Kralj"
"50 Leadenhall Street"
"Les Dixon"
"Lev Lunts"
"Lily Yulianti Farid"
"Linus Suryadi AG"
"Lokanath"
"Loknath"
"Marguerite d'Oingt"
"Maria Shkapskaya"
"Marianne Monson"
"Mary Soderstrom"
"Mary and Conrad Buff"
"Mathur Krishnamurthy"
"Matija Barl"
"Matthew Churchill"
"Merry Shannon"
"Mette Bach"
"Michael Ellsberg"
"Michael Keon"
"Michale Keon"
"Michaeley O'Brien"
"Michelle Hartman"
"Mikhail Stasyulevich"
"Milan Dekleva"
"Miloš Mikeln"
"Misho Yuzmeski"
"Mojca Kumerdej"
"Mona Lyn Reese"
"Muhammad Ibrahim Siddiqui"
"Muhammad Ibrahim Khushtar Siddiqui"
"Muhammad Younis Butt"
"Naing Win Swe"
"Nandita Behera"
"Naomi Rosenblum"
"Nejc Gazvoda"
"Nikky Finney"
"Niranjan Bhagat"
"Oka Rusmini"
"Ole Vig"
"Oscar Casares"
"Oscar Ihlebæk"
"Pamela Porter"
"Paul Malmont"
"Pedro Guilherme-Moreira"
"Per Wendelbo"
"Peter Lennon"
"Peter Lykke-Seest"
"Peter Rezman"
"Ponniyin Selvan"
"Pyotr Gnedich"
"R. R. Reno"
"Ramón Mujica Pinilla"
"Ramon Mujica Pinilla"
"Randall Denley"
"Reidar Thomassen"
"Rekha Waheed"
"Remi Kanazi"
"Rip Gerber"
"Rob Rains"
"Ronald Simien"
"Ronni Kern"
"Rudolph de Cordova"
"Ruslan Akhtakhanov"
"Sam Locke"
"Sandra Djwa"
"Sandy Webster"
"Sawai Singh Dhamora"
"Semyon Lipkin"
"Semyon Izrailevich Lipkin"
"Seán Mac Réamoinn"
"Shamim Azad"
"Shirish Panchal"
"Simon Toyne"
"Siti Rukiah"
"Sol Liptzin"
"Solomon Liptzin"
"Srimushnam Srinivasa Murthy"
"Stepan Shevyryov"
"Stephen Laughton"
"Steve Lillebuen"
"Steven Kotler"
"Su Qing"
"Su Qing (苏青)"
"Suresh Dalal"
"Susan Charlotte"
"Susan Nalugwa Kiguli"
"Susan Vreeland"
"Sydney Nicholls"
"Syd Nicholls"
"Tania James"
"Thomas Forsthoefel"
"Tone Perčič"
"Tone Peršak"
"Tone Seliškar"
"桐华"
"Tong Hua"
"Trevor Shane"
"U. A. Khader"
"Varsha Adalja"
"Vesna Lemaić"
"Viktor Likhonosov"
"Viktor Muyzhel"
"Violet Barungi"
"Vladimir Bulatović Vib"
"Vlado Žabot"
"Will Allison"
"William James Royce"
"William Starr Myers"
"Woodbridge Riley"
"Xi Murong"
"Xu Yuanchong"
"Ylva Eggehorn"
"Yochi Dreazen"
"Zaal Samadashvili"
"Zabel Sibil Asadour"
"Zabel Asadour (Sibil)"
"Zachary Karabashliev"
"Zdravka Evtimova"
"Étienne Pélabon"
"Estève Pelabon"
"Etienne Pélabon"
"Lola Beccaria"
"Alonso Mayo"
"Henricus Hornkens"
"Heinrich Hornkens"
"Hugo Burel"
"José Hugo Burel Guerra"
"Jorge Guillermo Borges"
"José Ignacio Valenzuela"
"Robert Saladrigas"
"Alfonso Rumazo González"
"Carmen Rico Godoy"
"Guadalupe Nettel"
"Julieta Valero"
"Józef Łobodowski"
"Lourdes Vázquez"
"Nela Martínez"
"Ramon Saizarbitoria"
"Toti Martínez de Lezea"
"Ángel Felicísimo Rojas"
"Luigi Silori"
"María Larraín de Vicuña"
"Clive Phillipps-Wolley"
"Eduard Admetlla i Lázaro"
"Eduard Admetlla"
"Gérard Macé"
"Jean-Baptiste Del Amo"
"José Antonio Alonso Navarro"
"Juan Díaz Covarrubias"
"Juana de Maldonado"
"Sister Juana de la Concepción"
"Luz Elisa Borja"
"Luz Elisa Borja Martínez"
"Mario Brelich"
"María Collado Romero"
"Oliveira Viana"
"Ramiro Otero Lugones"
"Abdul Hai Habibi"
"Adalbert Stifter"
"Adele Wiseman"
"Akira Yamada"
"Alan Campbell"
"Alan Dowty"
"Alan Trachtenberg"
"Alasdair Gray"
"Alec Butler"
"A. J. Dawson"
"Alec John Dawson"
"Alexander Carlyle"
"Alexander Kielland"
"Alexander L. Kielland"
"Alexandra Zapruder"
"Alfonso Vallejo"
"Alistair MacLeod"
"Amiri Baraka"
"Anders Abraham Grafström"
"Andrea Wulf"
"Andrew Weiner"
"Angus Oblong"
"Ann Radcliffe"
"Anna de Noailles"
"Anthony"
"Antony Beevor"
"António José da Silva"
"António José da Silva Coutinho"
"Arseny Tarkovsky"
"Arthur Herzog"
"Arthur Herzog III"
"Arthur Quiller-Couch"
"Arthur Waugh"
"Auberon Waugh"
"August von Kotzebue"
"Badawi al-Jabal"
"بدوي الجبل"
"Beatrix Christian"
"Ben Hammersley"
"Betty Jane Wylie"
"Boris Akunin"
"Brad Thor"
"Brian Moore"
"Brian Redhead"
"Bridget Boland"
"Bryan MacMahon"
"Carlyle Eubank"
"Cat Rambo"
"Celia Rees"
"Champfleury"
"Charles Dudley Warner"
"Charles Wilson"
"Charlotte MacLeod"
"Chōgorō Kaionji"
"Kaionji Chōgorō"
"Clemens Brentano"
"Colin Thiele"
"Colin Milton Thiele"
"Cordelia Fine"
"Cordelia Strube"
"César Vallejo"
"César Abraham Vallejo Mendoza"
"DBC Pierre"
"Peter Finlay"
"Daisy Waugh"
"Dale Carnegie"
"Daniel Silva"
"Dare Wright"
"David Cairns"
"David Davis"
"David Diamond"
"David Feldman"
"David Hackett Fischer"
"David Ives"
"David Kahn"
"David Morris"
"David Weedon"
"Deio ab Ieuan Du"
"Desa Muck"
"Dominic Mohan"
"Douglas E. Wright"
"Eavan Boland"
"Eberhard Melchior"
"Eduardo Spohr"
"Edward Robinson"
"Egil Remi Jensen"
"Egil Toreng"
"Elia Abu Madi"
"Elizabeth Oehlkers Wright"
"Elsa Morante"
"Elsa Triolet"
"Evelyn Waugh"
"Fanny Parkes"
"Fernando Vallejo"
"Fox Butterfield"
"Frances Hodgson Burnett"
"Frances Eliza Hodgson Burnett"
"Frances Parthenope Verney"
"Francesca Simon"
"Gabrielle-Suzanne Barbot de Villeneuve"
"Geo Bogza"
"George Crabbe"
"George Davis"
"George Dawson"
"George Turner"
"George Reginald Turner"
"George Wyatt"
"Georgiana Fullerton"
"Gerald Carr"
"Gian Carlo Menotti"
"Giovanni Ruffini"
"Gordon Donaldson"
"Greg Whitby"
"Halo Meadows"
"Hannah Kahn"
"Harvey Sachs"
"Helen Dore Boylston"
"Helga M. Novak"
"Maria Karlsdottir"
"Henderson King Yoakum"
"Hideo Kobayashi"
"Hildegarde Dolson Lockridge"
"Hubert Haddad"
"Ian Buruma"
"Ian Fraser"
"Ian Gibson"
"Ian R. MacLeod"
"Ib Melchior"
"Inge Krokann"
"Irma von Cube"
"Irshad Manji"
"Irving Wallace"
"Isabel Allende"
"J. F. Powers"
"James Jones"
"James Joseph Kelly"
"James Miller"
"James Morrison"
"James Wright"
"James Wyatt"
"Jane Adams"
"Jane Yardley"
"Jason Fischer"
"Jay Wiseman"
"Jean-Baptiste Tati Loutard"
"Jean-François Kahn"
"Jean-François Revel"
"Jean de La Fontaine"
"Jeff Abbott"
"Jeff Noon"
"Jeff VanderMeer"
"Jennifer Maiden"
"Jennifer Weiner"
"Jerrod Edson"
"Jim Harris"
"Jocelyn Godefroi"
"John Banville"
"John Bury"
"John Roy Chapman"
"John Dickinson"
"John Evans"
"John Hall"
"John Hopkins"
"John Kay"
"John Kerr"
"John Lanchester"
"John Larkin"
"John Leland"
"John Miller"
"John ""Jack"" Miller"
"John Moore"
"John Newbery"
"John O'Neill"
"John Richardson"
"John Ringo"
"John Ross"
"John Franklin Ross"
"John Sullivan"
"Jon Elia"
"Jaun Elia"
"Jonathan Franzen"
"Jonathan Gems"
"Jones Very"
"Josaphat-Robert Large"
"Josef Ringo"
"Joseph Boyden"
"Joshua Weiner"
"José-Maria de Heredia"
"Juanita Coulson"
"Jules Janin"
"Julia Donaldson"
"Józef Mackiewicz"
"Karl Schroeder"
"Kathryn Cramer"
"Kazumi Takahashi"
"Kevin Powers"
"Kikuoka Kuri"
"Kim Mohan"
"Kovvali Lakshmi Narasimha Rao"
"L. R. Wright"
"Lars Holst"
"Laura Ingalls Wilder"
"Laure Conan"
"Lauren Kate"
"Lawrence Wright"
"Leigh Redhead"
"Leland Bardwell"
"Lester del Rey"
"Levinus Warner"
"Liz Carlyle"
"Susan T. Woodhouse"
"Lois Tilton"
"Louis de Bernières"
"Ludvík Kundera"
"Lynn Kurland"
"George Ouzounian"
"Makoto Kobayashi"
"Malcolm Saville"
"Manju Kak"
"Marc Antoine Baudot"
"Margaret Truman"
"Margherita Guidacci"
"Marina Warner"
"Dame Marina Warner"
"Mark Twain"
"Marla Frazee"
"Matthew Lewis"
"Maud Hart Lovelace"
"Maude Hart Lovelace"
"Maxim Kalashnikov"
"Vladimir Kucherenko"
"Melchior Lengyel"
"Melchior Wańkowicz"
"Michael Edwards"
"Michael Gorman"
"Michael Lewis"
"Michael Morris"
"Michael Rogers"
"Midori Tateyama"
"Millie Criswell"
"Mohan Rakesh"
"Moisés Silva"
"Monique Wittig"
"Mullapudi Venkata Ramana"
"Mumtaz Mufti"
"Mumtaz Mufti (writer)"
"ممتاز مفتی"
"Muriel Barbery"
"Myriam Cyr"
"Neal Pollack"
"Nelly Sachs"
"Nicolaus Rohlfs"
"Nida Fazli"
"Nii Parkes"
"Nii Ayikwei Parkes"
"Nikolai Tikhonov"
"Nikolay Nekrasov"
"Nizami (Ganjavi)"
"Nezami|"
"Noel Behn"
"Otto F. Walter"
"Otto Friedrich Walter"
"Otto Plath"
"Pablo Neruda"
"Patrick Nielsen Hayden"
"Patrick O'Leary"
"Paul Goodman"
"Paul Henry"
"Percy Addleshaw"
"Peter Brown"
"Peter Robinson"
"Peter S. Beagle"
"Peter Wright"
"Philip Martin"
"Pola Gojawiczyńska"
"Pola Oloixarac"
"Rainbow Rowell"
"Ravi Shankar"
"Richard Cumberland"
"Richard Gordon"
"Richard Alexander Steuart Gordon"
"Richard Powers"
"Richard Taylor"
"Richard Yates"
"Robert Aitken"
"Robert Donaldson"
"Robert H. Donaldson"
"Robert Duncan"
"Robert Smith"
"Robert Sutherland Rattray"
"Robert Walser"
"Robin Furth"
"Roger Kahn"
"Rona Green Shambrook"
"Rona Randall"
"Rosalind Brett"
"Lillian Warren"
"Rosalind Wiseman"
"Roy Campbell"
"Sami Ibrahim Haddad"
"Samuel Judah Katzenellenbogen"
"Sanusi Pane"
"Sarah Banet-Weiser"
"Sarah Orne Jewett"
"Silva Kaputikyan"
"Sir David Reid, 1st Baronet"
"Sir David Douglas Reid"
"Sissel Benneche Osvold"
"Sissel Lange-Nielsen"
"Sissel Lie"
"Sissel Solbjørg Bjugn"
"Socorro Acioli"
"Stasis"
"Stephen R. Donaldson"
"Stephen Reeder Donaldson"
"Steve Harris"
"Steve Perry"
"Susan Warner"
"Susan Wittig Albert"
"Sylvia Townsend Warner"
"T. M. Wright"
"Tabitha Suzuma"
"Tabu Taid"
"Tabu Ram Taid"
"Takeo Arishima"
"Takiji Kobayashi"
"Teru Miyamoto"
"Tetsushi Suwa"
"The Aftermath"
"Thomas Bulfinch"
"Thomas Burke"
"Thomas Carlyle"
"Thomas Johnson"
"Thomas Lux"
"Tim Harrod"
"Tim Weiner"
"Todd Strasser"
"Tom Arnold"
"Thomas (""Tom"") Arnold"
"Tom Leonard"
"Tony Karayianni & Lori Schlachter Karayianni"
"Truman Capote"
"Umberto Saba"
"V. F. Calverton"
"Valentine Penrose"
"Vanessa Yardley"
"Vash Young"
"Viktor Nekrasov"
"Viktor Platonovich Nekrasov"
"Viktor Suvorov"
"Walter Edwards"
"Wilhelm Herzog"
"William Boyd"
"William Hope Hodgson"
"William Horwood"
"William Marion Reedy"
"William Pryor"
"William Wilson"
"Wilson Rawls"
"Woodrow Wilson Rawls"
"Wilson da Silva"
"Wilson da Silva (science writer)"
"Yu Jie"
"Yukio Mishima"
"Yuriko Miyamoto"
"宮本 百合子"
"Zoom"
"Ōnakatomi no Yoshinobu"
"Anna Sewell"
"Barbara W. Tuchman"
"Blayne Weaver"
"Charles Kingsley"
"Charles Sorley"
"Charlotte Perkins Gilman"
"David Andrade"
"David Alfred Andrade"
"Emma Orczy"
"Baroness Emma Orczy"
"Flannery O'Connor"
"Frederick Buechner"
"Harry L. Watson"
"Imre Kertész"
"Jacques Prévert"
"Jean Rhys"
"John Kennedy Toole"
"John Pentland Mahaffy"
"Sir John Pentland Mahaffy"
"Joseph Ellis"
"Lothar-Günther Buchheim"
"Martial"
"Mary Renault"
"Matthew Arnold"
"Nigel Tranter"
"Norbert Zongo"
"Olaf Stapledon"
"Patrick O'Brian"
"Paul Claudel"
"Pär Lagerkvist"
"Richard Wilbur"
"Robert Conquest"
"Rod Serling"
"Shel Silverstein"
"Theodor Storm"
"Ugo Foscolo"
"Niccolò Ugo Foscolo"
"Upton Sinclair"
"W. O. Mitchell"
"Wallace Stevens"
"William Camden"
"Aeba Koson"
"Alice Nutter"
"Allan Gilliland"
"Andrew Macphail"
"Sir Andrew Macphail"
"Angus MacPhail"
"Ben Kozel"
"Benjamin Yeoh"
"Birgit Zotz"
"Charles Delaunay"
"Claudia Rankine"
"David Wingate"
"Derek Lambert"
"Dianne Warren"
"Doris Orgel"
"Erlend Loe"
"Frank McCourt"
"Ivan Franko"
"Ivan Yakovych Franko"
"Іван Якович Франко"
"John Jordan"
"Joseph Fletcher"
