"writer"
"Dario Bellezza"
"David Armitage Bannerman"
"David Duncan"
"David Gordon"
"David Kent"
"David Lipsky"
"David Madden"
"David Malouf"
"David McKay"
"David Mercer"
"David Simon"
"David Stevens"
"David Woodard"
"Delmira Agustini"
"Dennis Wheatley"
"Desanka Maksimović"
"Diana Palmer"
"Susan Eloise Spaeth Kyle"
"Didier Leclair"
"Dominique Venner"
"Don Kaye"
"Donald Evans"
"Donald Lowrie"
"Donald Russell"
"Edvard Hoem"
"Edward Ball"
"Edward Behr"
"Edward Dodwell"
"Edward Eggleston"
"Edward Hoagland"
"Elise Primavera"
"Eliza Rennie"
"Eliza Rennie/ Mrs. Eliza Walker"
"Elizabeth O'Conner"
"Elizabeth Wurtzel"
"Emanuele Tesauro"
"Emily Arnold McCully"
"Emily Cheney Neville"
"Emily Prager"
"Emily Smith"
"Eric Volz"
"Erin O'Brien"
"Faiz Ahmad Faiz"
"Faiz Mohammad Katib Hazara"
"Fanny Fern"
"Felicia Skene"
"Felix Adler"
"Felix Douma"
"First Light"
"Fitz-Greene Halleck"
"Francesco Bartoli"
"Francis Meynell"
"Francisco González Ledesma"
"Frank E. Peretti"
"Frank Schirrmacher"
"František Graus"
"František Ladislav Čelakovský"
"František Čelakovský"
"Fumiko Enchi"
"Fumiko Kometani"
"Geet Chaturvedi"
"Georg Hartung"
"George Bickham the Elder"
"George Boyd"
"George Hunter"
"George Johnston"
"George Whalley"
"Georges Polti"
"Gerhard Herm"
"Gillen Wood"
"Giorgio Pressburger"
"Giovanni Battista Lorenzi"
"Giovanni Pascoli"
"Grace Eleanor Hadow"
"Graeme Davis"
"Harivansh Rai Bachchan"
"Bachchan"
"Harivansh Rai Srivastava"
"Harry Oliver"
"Harry Pratt Judson"
"Harry Rowohlt"
"Hector Charlesworth"
"Hedda Zinner"
"Hedda Erpenbeck-Zinner"
"Heinz Liepmann"
"Helen Palmer Geisel"
"Helen Marion Palmer Geisel"
"Hemant Mehta"
"Henry Halsey Noyes"
"Herbert Weir Smyth"
"Hesba Fay Brinsmead"
"H. F. Brimsmead"
"Hitoshi Igarashi"
"Hong Sung-won"
"Honoré d'Urfé"
"Huang Yi"
"Huang Zuqiang"
"Hugh Walters"
"Ibi Kaslik"
"Ignaz Aurelius Fessler"
"Ion Heliade Rădulescu"
"Iván Carvajal"
"Jack Bickham"
"Jack Robinson"
"Jack Robinson, Jr."
"Jaideep Saikia"
"Jaideep Varma"
"Jalil Zaland"
"Ustad Jalil Zaland"
"James Howe"
"James Francis Lydon"
"James Montgomery"
"James Montgomery Bailey"
"James S. A. Corey"
"Jamie Mathieson"
"Jan Nisar Akhtar"
"Jane Williams"
"Janet Gover"
"Janusz Gaudyn"
"Janusz Głowacki"
"Jazzy Danziger"
"Jean-Guy Pilon"
"Jean-Marie Buchet"
"Jean Blewett"
"Jeff Miller"
"Jim Sullivan"
"Jim Williams"
"Joachim Gasquet"
"Joe Hill"
"Joe Sacco"
"Johan Turi"
"John Alexander Stewart"
"John Barr"
"John Cassidy"
"John Cutting"
"Dr. John Charles Cutting"
"John Fisher"
"John Gould"
"John Katzenbach"
"John Lymington"
"John Richard Newton Chance"
"John Mooney"
"John Whedon"
"Jonathan Harvey"
"Jonathan Philbin Bowman"
"Jordan Tannahill"
"Jorge Icaza Coronel"
"Joseph Delaney"
"Joseph Naudet"
"José Cândido da Silveira Avelar"
"Joséphine Marchand"
"Jón Kalman Stefánsson"
"Karen Hitchcock"
"Karl Frankenstein"
"קרל פרנקנשטיין"
"Kathryn Stripling Byer"
"Keith Lowe"
"Kevin Henkes"
"Kim Seong-han"
"Ladbroke Black"
"Larry Pina"
"Larry Shue"
"Lawrence C. Wroth"
"Lawrence Counselman Wroth"
"Lazar Lagin"
"Leevi Lehto"
"Leone Ginzburg"
"Lionel Abrahams"
"Lionel Casson"
"Lloyd Jones"
"Lonnie Coleman"
"Louie Jon Agustin Sanchez"
"Lucien Daudet"
"Ludvík Vaculík"
"Ludwig Bemelmans"
"Ludwig Scharf"
"Lydia Sigourney"
"Lydia Huntley Sigourney"
"Léon Daudet"
"M. Nurullah Tuncer"
"M.Nurullah Tuncer"
"M. Wesley Swearingen"
"Mairuth Sarsfield"
"Maja Vidmar"
"Marc Abrahams"
"Marc Camoletti"
"Marc Gascoigne"
"Margaret Storey"
"Marguerite J. Gascoigne"
"Marguerite Jackson Lazarus"
"Marguerite de Angeli"
"Maria Louisa Charlesworth"
"Marie Gasquet"
"Mark Elliott"
"Mark Scharf"
"Mark Van Doren"
"Mark Wadlow"
"Marlon James"
"Marta Rădulescu"
"Martin Bax"
"Martine Leavitt"
"Mary Francis Shura"
"Mary Francis Young Shura Craig"
"Mary Hayley Bell"
"Mary Johnston"
"Mary Tate Engels"
"Masaki Yamada"
"Masti Venkatesha Iyengar"
"Maasthi Venkatesa Iyengar"
"Matt Cohen"
"Matthew Levinger"
"Matthew Ryan"
"Maurice Joly"
"Mazhar Kaleem"
"Meher Bukhari"
"Meher Abbasi"
"Michael Angeli"
"Michael Duffy"
"Michael Gill"
"Michael Harrington"
"Michael Hirst"
"Michael Palmer"
"Michiel de Swaen"
"Mickey Zucker Reichert"
"Mihail Sadoveanu"
"Mihail Sebastian"
"Mitsuko Shiga"
"Mohitlal Majumdar"
"মোহিতলাল মজুমদার"
"Momoko Ishii"
"Morton Pennypacker"
"N. P. van Wyk Louw"
"Nicolaas Petrus van Wyk Louw"
"Natsuki Takaya"
"Nell Zink"
"Neville Tuli"
"Nicolas Bergier"
"Nongthombam Premchand"
"Oakley Hall"
"Oscar Alfaro"
"Óscar Alfaro"
"Otto Manninen"
"P-P Hartnett"
"Hartnett (AKA PP Hartnett)"
"Pascale Quiviger"
"Pastor Coronel"
"Patricia Smith"
"Patrick Allen"
"Patrick Cullinan"
"Patrick Roland Cullinan"
"Patrick Leonard"
"Patrick O'Sullivan"
"Patrick Robinson"
"Paul Doyle"
"Paul Maher, Jr."
"Paul Reed"
"Pavao Ritter Vitezović"
"Pedro García Cabrera"
"Pero Budmani"
"Peter Abrahams"
"Peter Hill"
"Peter Russell"
"Peter Watson"
"Peter von Bagh"
"Philippe Langlois"
"Phiroz Mehta"
"Pincus Green"
"Munshi Premchand"
"Rachel Gibson"
"Rachel Swirsky"
"Raci Şaşmaz"
"Rahadyan Sastrowardoyo"
"Ram Nath Shastri"
"Ramendra Sundar Tribedi"
"Ramendra Sundar Trivedi"
"Rasmus Flo"
"Reay Tannahill"
"Rennie Airth"
"Richard Adams"
"Richard Cavendish"
"Richard Fox"
"Richard Webster"
"Robert Cohen"
"Robert Fleming"
"Robert Flynn"
"Robert Gardner"
"Robert Pollok"
"Robert Siegel"
"Robert Wallace"
"Robinson Crusoe on Mars"
"Rod Jones"
"Roger Gilbert-Lecomte"
"Rose Tremain"
"(CBE,FRSL)"
"Rudolf Fischer"
"Runoko Rashidi"
"S. Andrew Swann"
"Sabrina Dhawan"
"Sait Faik Abasıyanık"
"Sajid Khan"
"Sakyo Komatsu"
"Salama Moussa"
"Sally Miller Gearhart"
"Salomé Ureña"
"Sam Weller"
"Sami Miettinen"
"Sara Wood"
"Sarah Ellis"
"Sarah Thomas"
"Sengiin Erdene"
"Sherrie Schneider"
"Simon Kayserling"
"David Graaff"
"Sir David Graaff, Bt"
"Sir David Graaff, 3rd Baronet"
"Sonya Hartnett"
"Stephen Cooper"
"Stewart Binns"
"Subagio Sastrowardoyo"
"Susan Isaacs"
"Sushmita Banerjee"
"Syed Ali Abbas Jalalpuri"
"Syed Ali Abbas Jalapuri"
"Szilárd Borbély"
"Szilárd József Borbély"
"T. N. Srikantaiah"
"T.N. Shrikantaiah"
"T.S. O'Rourke"
"TS O'Rourke"
"Takashi Matsumoto"
"Tancrède Vallerey"
"Terry Davis"
"Tess Mallos"
"Thomas Blackburn"
"Thomas Gibbons"
"Tim Brooks"
"Tom Adams"
"Toni Cade Bambara"
"Tony Webster"
"Tosca Lee"
"Tsendiin Damdinsüren"
"(Cendín Damdinsüren)"
"Usha Sanyal"
"Val Biro"
"Valentin Pikul"
"Valerio Massimo Manfredi"
"Vasile Cârlova"
"Vasyl Symonenko"
"Василь Симоненко"
"Verity Stob"
"Vernard Eller"
"Vernard Marion Eller"
"Victor Kelleher"
"Vincenzo Consolo"
"Vladimir Tendryakov"
"Vladimír Bystrov"
"Warren E. Preece"
"William Gay"
"William Hubbard"
"William Langewiesche"
"William Pinnock"
"William Stone"
"William Tester"
"William Thom"
"William Wall"
"Xu Jingcheng"
"(Hsü Ching-ch'eng 許景澄)"
"Yannis Kondos"
"Yannis Varveris"
"Yokoi Yayū"
"Yokoi Yayū (横井 也有)"
"Yoo Jae-yong"
"Youssof Kohzad"
"Yrjö Kokko"
"Zack Whedon"
"Ziva Ben-Porat"
"Abdullah bin Abdul Kadir"
"Abu Nuwas"
"Alden Nowlan"
"Aleksandar Žiljak"
"Bat Ye'or"
"Gisèle Littman"
"Charles Causley"
"Charles William Russell"
"Constance Garnett"
"Dan Lusthaus"
"Darryl Ponicsan"
"Frank Hurley"
"Greg Costikyan"
"Harriet Monroe"
"Hayim Nahman Bialik"
"Chayyim Nahman Bialik"
"Herbert Coleridge"
"Ian La Frenais"
"J. L. Carr"
"J. P. Donleavy"
"J. Slauerhoff"
"James Taranto"
"Janet Evanovich"
"Jayakanthan"
"Jean Améry"
"Joanne Arnott"
"John Henry Mackay"
"John Rivas"
"Karl Zuchardt"
"Kelley Armstrong"
"Margaret Wise Brown"
"Marius von Mayenburg"
"Mark Strand"
"Matthew Carnahan"
"Michael Beschloss"
"Michael Parenti"
"Neil M. Gunn"
"Norman MacCaig"
"Pat Barker"
"Pat Mora"
"Pat Mora."
"Paul Magrs"
"Richard Halliburton"
"Roger Caillois"
"Rudy Wiebe"
"Sayat-Nova"
"Tess Gallagher"
"Vasily Aksyonov"
"William Robertson Smith"
"Stephen Tanner"
"Kamal el-Mallakh"
"Abdullah al-Qasemi"
"Ahmed Alaidy"
"Ali Al-Wardi"
"علي الوردي"
"Ali Al wardi"
"Amin Zaoui"
"Amjad Nasser"
"Bayram al-Tunisi"
"Mahmud Bayram el-Tunsi"
"Bernard Noël"
"Elias Abu Shabaki"
"Elisabeth Borchers"
"Erik Neutsch"
"Galal Amer"
"George Jordac"
"George Gordac"
"Ghalib Halasa"
"Ghālib Halasā"
"Gholam-Hossein Sa'edi"
"Hanan Qassab Hassan"
"حنان قصاب حسن"
"Hanna Mina"
"حنا مينة"
"Ibrahim Tuqan"
"Ibrahim Touqan"
"Johanna Sibelius"
"Kalifa Tillisi"
"Khalifa Mohammed Tillisi"
"Khalil Mutran"
"خليل مطران"
"Mamdouh Adwan"
"Marie NDiaye"
"Melissa Müller"
"Mouloud Mammeri"
"Muhammed Emin Zeki Bey"
"Muhammad Mahdi Al-Jawahiri"
"Muhammad Al-Jawahiri"
"Muhammad al-Maghut"
"Muhammad al-Maghout"
"محمد الماغوط"
"Mundhir Qabbānī"
"Monther Alkabbani"
"Mustafa Wahbi al-Tal"
"Mustafa Wahbi Al-Tal"
"Nasib Arida"
"Omar Taher"
"عمر طاهر"
"Rachid Mimouni"
"Rashid Hussein"
"Ruth Rehmann"
"Sabine Deitmer"
"Salah Jahin"
"Salim Barakat"
"سليم بركات / Selîm Berekat"
"Samih al-Qasim"
"Samīħ al-Qāsim"
"Sayyid Al-Qemany"
"Therese von Lützow"
"Ulfat Idilbi"
"ألفت الادلبي"
"Wahiduddin Khan"
"Maulana Wahiduddin Khan"
"Wilhelmine von Hillern"
"Yahya Haqqi"
"Yusuf Sibai"
"Yusuf Mohamed Mohamed Abdel Wahab Al-Sibai"
"Zain Abdul Hady"
"Bob Oschack"
"Bruce Dorminey"
"Eiki Eiki"
"Francis Clere Hitchcock"
"Jacques Antoine"
"Joe M. O'Connell"
"Melissa Bank"
"Patricia Wentworth"
"William H. Sumner"
"Abraham Mitrie Rihbany"
"Ace Atkins"
"Adam Asnyk"
"Adam Lewis Schroeder"
"Agnes Giberne"
"Agosti Xaho"
"Ahmed Benchemsi"
"Ahmed Sofa"
"Ahn Junghyo"
"Ahn Jung-hyo"
"Akira Hori"
"Alain LeRoy Locke"
"Albert Thibaudet"
"Alexios Schandermani"
"Allen Grossman"
"Alvin Pang"
"Alvin Tresselt"
"Andrew Wojtanik"
"Archibald Thomas Pechey"
"Ardath Mayhar"
"Arthur Cherep-Spiridovich"
"Ashapoorna Devi"
"Asiya Andrabi"
"Attoor Ravi Varma"
"Baku Yumemakura"
"Bang Young-ung"
"Bedwyr Lewis Jones"
"Beechi"
"Rayasam Bheemasena Rao"
"Ben Pridmore"
"Bernard Etxepare"
"Bill Brittain"
"Bohdan Ihor Antonych"
"Bok Geo-il"
"Bonnie Shimko"
"Brad Ferguson"
"Brent Fletcher"
"Brian Ash"
"Brian T. Fitch"
"Bruno Apitz"
"C. Dale Young"
"C. V. Sreeraman"
"Carlo Cassola"
"Carmen Agra Deedy"
"Carol Barbee"
"Carol Windley"
"Caroline Cooke"
"Caroline Waldegrave"
"Catherine Coulter"
"Charles Edwards Lester"
"C. Edwards Lester"
"Charles Gaines"
"Charlie Williams"
"Cho Byung-hwa"
"Cho Chi-hun"
"Cho Chung-kwon"
"Christina M. Kim"
"Christine Laitta"
"Christopher Caldwell"
"Christopher Edwards"
"Christopher Pitt"
"Cyril Posthumus"
"D. Scott Rogo"
"Dakotsu Iida"
"Dale K. Van Kley"
"Dallas Lore Sharp"
"Dan Turèll"
"Daniel Alarcón"
"Daniel Barnz"
"Danila Comastri Montanari"
"Daren King"
"David Abulafia"
"David Abulafia,FBA"
"David Biespiel"
"David Kalstone"
"David Sheffield"
"Dawn Lambertsen Kelly"
"Delia Falconer"
"Denis Williams"
"Diane Setterfield"
"Dianne Hayter, Baroness Hayter of Kentish Town"
"The Baroness Hayter of Kentish Town"
"Dominic Jeeva"
"Donnchad Baccach Ó Maolconaire"
"Doris Piserchia"
"Douglas Morrow"
"Dwijendralal Ray"
"Ed Nimmervoll"
"Edna Staebler"
"Edna Staebler,CM"
"Edward Ullendorff"
"Einar Skjæraasen"
"Elizabeth Eyre"
"Elizabeth Korte"
"Elizabeth Marie Pope"
"Ellen Tarry"
"Emil Steiner"
"Emil Gregory Steiner"
"Eric Olsen"
"Eric Schaefer"
"Erica Messer"
"Erik P. Kraft"
"Errol Brathwaite"
"Evadne Price"
"Eva Grace Price Dabelstein Fletcher Attiwill"
"Evelyn Everett-Green"
"F. Marian McNeill"
"Firaq Gorakhpuri"
"Francis Carco"
"Frank Clifford Harris"
"Frank Partos"
"Fred Uhlman"
"Frédéric Nérac"
"Garin Wolf"
"Garrett Hongo"
"Gary Goldman"
"George Henry Moore"
"George McCoy"
"Ghulam Muhammad Qasir"
"Giuseppe Rovani"
"Gokulchandra Nag"
"Gordon Stewart Anderson"
"Gorō Masaki"
"Gregg Kavet"
"Guillermo Gómez Rivera"
"H. M. Hoover"
"Helen Mary Hoover"
"Harold Hobson"
"Harold Jack Bloom"
"Helen Reimensnyder Martin"
"Henry Scott Riddell"
"Henry Slesar"
"Henry Smith Williams"
"Héctor Tobar"
"Ignacio Padilla"
"Ion Minulescu"
"Ivan Southall"
"J. R. Orci"
"James V. Hart"
"Jan Weiss"
"Janice May Udry"
"Jean-Pierre Clément"
"Jean-Pierre Richard"
"Jean Lorrah"
"Dr. Jean Lorrah"
"Jeanne Wakatsuki Houston"
"Jerome Cady"
"Jesper Svenbro"
"Jessica Anderson"
"Jessica Zafra"
"Jessie Sampter"
"Jesús Balmori"
"Jo Carson"
"Josephine Catron Carson"
"Joaquín Pasos"
"John Williams"
"John Edward Williams"
"John F. Carr"
"John Frush Knox"
"John Jay Chapman"
"John Pelan"
"John Rao"
"John T. Edge"
"John Yau"
"John of St. Thomas"
"Jon Sharpe"
"Joseph Marmette"
"Joseph-Étienne-Eugène Marmette"
"José Manuel Castañón"
"Jouni Inkala"
"Joyce Carol Thomas"
"Jože Snoj"
"Juan B. Gutiérrez"
"Juan Bernardo Gutiérrez"
"Judith Gautier"
"Julia Bacha"
"Julian Osgood Field"
"Juliet Law Packer"
"Kaoru Maruyama"
"Karel Schoeman"
"Karen Walton"
"Karin Ireland"
"Karle Wilson Baker"
"Kathryn Ptacek"
"Kathryn Anne Ptacek Grant"
"Kati-Claudia Fofonoff"
"Kawataro Nakajima"
"Kay Ryan"
"Ken Power"
"Kevin Blackwood"
"Kevin Prufer"
"Kimberley Starr"
"Kimberly Willis Holt"
"Kosta Khetagurov"
"L. T. Meade"
"Elizabeth Thomasina Meade Smith"
"Laura Hickman"
"Laura Curtis Hickman"
"Leopold H. Haimson"
"Leopold Tyrmand"
"Les Henderson"
"Lesley Storm"
"Leslie Waller"
"Leslie Elson Waller"
"Lewys Môn"
"Louise Hawes"
"Lucilla Andrews"
"Lucilla Matthew Andrews Crichton"
"Lucy Sussex"
"Madeline Sonik"
"Marie Moser"
"Marion May Campbell"
"Mark Budz"
"Mark Finn"
"Mark Schwahn"
"Mary Settegast"
"Mary Sue Price"
"Matt Clark"
"Max Picard"
"Meilyr Brydydd"
"Merrill Denison"
"Michael Gecan"
"Michael J. Whitley"
"Michael S. Harper"
"Michele Val Jean"
"Mildred Ames"
"Mildred Horn"
"Mirjaqip Dulatuli"
"Elizabeth Mary Jones"
"Mohammed Naseehu Ali"
"Molly Louise Shepard"
"Motoko Arai"
"Nancy Phelan"
"Nancy Werlin"
"Nick Whittle"
"Niko Nikoladze"
"P. C. Sanal Kumar"
"Partap Sharma"
"Patricia Kay"
"Patricia Ann Kay"
"Patrick Redmond"
"Paul Groussac"
"Paul Strathern"
"Pawlu Aquilina"
"Pedro Agerre"
"Pedro Agerre Azpilkueta"
"Perpessicius"
"Dumitru S. Panaitescu"
"Pete Bellotte"
"Peter McGehee"
"Pierre Assouline"
"Poornachandra Tejaswi"
"ಪೂರ್ಣಚಂದ್ರ ತೇಜಸ್ವಿ"
"K.P. Poornachandra Tejaswi"
"Pramatha Chaudhuri"
"Pramathanath Chaudhuri"
"Rahel Sanzara"
"Rajkamal Chaudhary"
"Ranginui Walker"
"Rhoda Truax"
"Richard Cobb"
"Richard Green Moulton"
"Robert Damon Schneck"
"Robert Don Hughes"
"Robert Edric"
"Robert Yeo"
"Robin Wasserman"
"Roderick Haig-Brown"
"Rodney Hall"
"Roger Woddis"
"Ron Suresha"
"Ronald Fair"
"Rueben Martinez"
"Russell Wangersky"
"S. Joseph"
"Sally O'Reilly"
"Sam Brody"
"Samuel Edward Cook"
"Samuel Weems"
"Sandilyan"
"Sara Horowitz"
"Sarah Hoyt"
"Sarah A. Hoyt"
"Sarangadeva"
"Sarvepalli Gopal"
"Scott Von Doviak"
"Sergio Amidei"
"Shaktipada Rajguru"
"Shashi Bhushan Sahai"
"Sima Ling"
"Wu Siming"
"Sorche Nic Leodhas"
"Stan Barstow"
"Stephen Thompson"
"Steven A. Carter"
"Steven Millhauser"
"Stewart Lemoine"
"Suchitra Bhattacharya"
"Susette Borkenstein Gontard"
"Sven Nordqvist"
"T. Padmanabhan"
"Talbot Baines Reed"
"Terrence Rafferty"
"Tim Kendall"
"Tim Montgomerie"
"Todd Slavkin"
"Tom Meek"
"Tony Matthews"
"Tracy K. Smith"
"Tōichirō Araki"
"Ulloor S. Parameswara Iyer"
"Umayya Abu-Hanna"
"Valerie Tripp"
"Vasyl Stefanyk"
"(Василь Семенович Стефаник)"
"Viktor Petrov"
"Wang Shuo"
"William F. Temple"
"William Frederick Temple"
"William Lipkind"
"Wolf Mankowitz"
"Yu Heaon-jong"
"Yun Heunggil"
"Yun Heung-gil"
"Yun Humyong"
"Yun Hu-myong"
"A. A. Phillips"
"A. R. Krishnashastry"
"A.R. Krishnashastry"
"Aaron Alfandari"
"Abed Elrahim Abu Zakrra"
"Abed Elrahim Abu Zikreea"
"Abigail Garner"
"Adam Bock"
"Afonso Arinos"
"Afonso Arinos de Melo Franco"
"Ahmed Abdullah Masdoosi"
"Ahmed Abdullah Al Masdoosi"
"Alan Epstein"
"Alan Judd"
"Albert Huffstickler"
"Alexander Dukhnovich"
"Aleksander Duchnovič"
"Александeр Духновiч"
"Олександр Духнович"
"Alexander Radó"
"Sándor Radó"
"Alexandra Robbins"
"Alfred Blau"
"Alice Corbin Henderson"
"Aline Brosh McKenna"
"Amalie Skram"
"Amanda Stewart"
"An Na"
"Andon Zako Çajupi"
"Andrew Burchill Lynch"
"Andrew Godefroy"
"Andrew Barrett Godefroy"
"Anil Ghorai"
"Anna Couani"
"Anna Dale"
"Anna Weamys"
"Anne Mather"
"Mildred Grieveson"
"Annette Broadrick"
"Anosh Irani"
"Anthony Ellison"
"Antoine Danchet"
"Arlene Perly Rae"
"Armand Salacrou"
"Arménio Vieira"
"Arnimal"
"Arthur Bourinot"
"Arthur S. Bourinot"
"Arthur Sherburne Hardy"
"Avery Craven"
"Bakhytzhan Kanapyanov"
"Barry Soper"
"Belinda Castles"
"Ben Ames Williams"
"Benedict Nightingale"
"Benjamin Franklin Bailey"
"Bernard Knight"
"Bernard O'Dowd"
"Bjørn Erik Thon"
"Bradford Morrow"
"Brenda Walker"
"Burton Rascoe"
"Caitlin Sweet"
"Carey Harrison"
"Carole Bache"
"Casnodyn"
"Catherine Buckle"
"Charles Harpur"
"Chen Maiping"
"Chika Unigwe"
"Christopher Sequeira"
"Clare Bice"
"Cleo Odzer"
"Craig Pearce"
"Dan Balz"
"David D. Levine"
"David L. Hough"
"David Reuben"
"David S. Barnes"
"Denise Chavez"
"Denise Chávez"
"Dennis Kelly"
"Dibyendu Palit"
"Dick Allen"
"Donald W. Linebaugh"
"Donald Weber"
"Dorothy M. Johnson"
"E. C. Spykman"
"Edith Maude Hull"
"Edith Maud Hull"
"Edith B. Price"
"Edmond Roudnitska"
"Eilís Dillon"
"Elidir Sais"
"Eliseus Williams"
"Eifion Wyn"
"Eliza Farnham"
"Ellory Elkayem"
"Elvania Namukwaya Zirimu"
"Emily Poynton Weaver"
"Faith Hunter"
"Fatix Ämirxan"
"Фатих Әмирхан"
"فاتح اميرخان"
"Flora Nwapa"
"Florencia del Pinar"
"Frances Boothby"
"Francis de Croisset"
"Francisco H. Vázquez"
"Francisco Vázquez"
"Franco Lucentini"
"Frank Hammond"
"Frano Getaldić-Gundulić"
"Fred Breinersdorfer"
"Fred J. Broomfield"
"Frédéric Marcelin"
"Gail Jones"
"Garry Boulard"
"Gary Reilly"
"Gennady Shpalikov"
"George G. Blackburn"
"George Blackburn,CM,MC"
"George Solomon"
"George Washington Harris"
"George Wharton James"
"Georges Arnaud"
"Gholamreza Rouhani"
"Giovanna Zangrandi"
"Girolamo de Rada"
"Geronimo de Rada"
"Giuseppe Patroni Griffi"
"Goh Sin Tub"
"Gordon Neil Stewart"
"Gurbachan Singh Talib"
"Gutun Owain"
"H. B. Gilmour"
"Hal Fredericks"
"Hallie Quinn Brown"
"Hannah Brand"
"Harry Carman"
"Harry Mazer"
"Heather O'Neill"
"Heinrich von Melk"
"Helon Habila"
"Henri Caïn"
"Henry Chance Newton"
"Henry Gilroy"
"Hillary Raphael"
"Hiroshi Ōnogi"
"Hjalmar Christensen"
"Honoré Champion"
"Howell Arthur Gwynne"
"Hywel Foel ap Griffri ap Pwyll Wyddel"
"Hywel Swrdwal"
"Ibrahim Hassan Addou"
"Ibraahin Hassan Addow"
"Ichirō Ōkouchi"
"Ichiro Okouchi"
"Ion Negoiţescu"
"Isabella Kelly"
"J. C. Adams"
"Jaishree Misra"
"James Main Dixon"
"James Peter Allen"
"James Philp"
"Jan Eekhout"
"Jane Wiseman"
"Jason Sokol"
"Jean-Pierre Faye"
"Jean Jennings"
"Jennifer Ward"
"Jenny Bicks"
"Jessica Amanda Salmonson"
"Jia Pingwa"
"贾平凹"
"Joan Howard Maurer"
"Joanna Siedlecka"
"Joaquín Gutiérrez"
"Joaquín Gutiérrez Mangel"
"Joel Carmichael"
"Joey Mellen"
"Johan Gabriel Oxenstierna"
"John Potestio"
"John Prevas"
"John Richard Williams"
"John Roman Baker"
"John Sinclair Morrison"
"Jorge Carrera Andrade"
"Jose Panachippuram"
"Joseph Rayback"
"Joshua Marston"
"Juan León Mera"
"Judith Rodriguez"
"Judith Rodriguez (AM)"
"Garfield Reeves-Stevens"
"Judith Reeves-Stevens"
"Jūji Tanabe"
"K. Anantharamu"
"K. S. Nissar Ahmed"
"K.S. Nissar Ahmed"
"ಕೆ.ಎಸ್.ನಿಸಾರ್ ಅಹಮದ್"
"K. V. Akshara"
"Karen Russell"
"Kate Jennings"
"Kathinka Zitz-Halein"
"Kathryn Davis"
"Kati Rekai"
"Keith Fordyce"
"Kenneth H. Ashley"
"Kenneth Mackenzie"
"Kerr Cuhulain"
"Kieth Merrill"
"Kieth W. Merrill"
"Kitty Aldridge"
"Komimasa Tanaka"
"Kovilan"
"V. V. Ayyapan"
"LaVyrle Spencer"
"Langford Lovell Price"
"Lee Hoesung"
"Lee Hoesung (李恢成)"
"Leonard Baker"
"Lev Razgon"
"Lewys Morgannwg"
"Leïla Sebbar"
"Liang Shih-chiu"
"梁實秋"
"Linda Schreiber"
"Linden Dalecki"
"Llawdden"
"Lloyd Grove"
"Llywarch ap Llywelyn"
"Louisa Leaman"
"Lowell Jack"
"M. Govinda Pai"
"Manjeshwara Govinda Pai (ಮಂಜೇಶ್ವರ ಗೋವಿಂದ ಪೈ)"
"M. Sukumaran"
"Madog ap Gwallter"
"Makhdoom Mohiuddin"
"Marcus Gee"
"Maredudd ap Rhys"
"Margaret Farrar"
"Margaret Petherbridge Farrar"
"Margo Jefferson"
"Maria Teresa Horta"
"Maria Zhukova"
"Marie Ferrarella"
"Marie Rydzynski-Ferrarella"
"Marie Vieux Chauvet"
"Marie Vieux-Chauvet"
"Mark Ellen"
"Marshall Pugh"
"Martyn Clayton"
"Mary Q. Steele"
"Massimo Mongai"
"Maurice Léna"
"Maurice Samuel"
"Max Robertson"
"May McNeer"
"May Theilgaard Watts"
"Meilyr ap Gwalchmai"
"Melvin Small"
"Michel Basilières"
"Mike Echols"
"Mike McCormack"
"Mohammed Abdul-Hayy"
"Mohammed Adul-Hayy"
"Morus Dwyfech"
"Moti Nandi"
"Muhammed Metha"
"Nakkeeran Gopal"
"R. Gopal"
"Narcyza Żmichowska"
"Narmadashankar Dave"
"નર્મદાશંકર લાલશંકર દવે"
"Narmadashankar Lalshankar Dave"
"Natalie Minardi Slater"
"Kaliakudi Natesa Sastry"
"Nathalia Crane"
"Nathalia Clara Ruth Crane"
"Nazir Ahmad Dehlvi"
"Maulvi Deputy Nazir Ahmad"
"Ned Shank"
"Neil Mossey"
"Nicholas Hasluck"
"Niko Henrichon"
"Niko Pucić"
"Nossis"
"Octave Mannoni"
"Oliverio Girondo"
"Olzhas Suleimenov"
"Olzhas Omarovich Suleimenov"
"Orest Miller"
"Orphans of Chaos"
"Owain ap Llywelyn ab y Moel"
"P. J. Kavanagh"
"P. P. Ramachandran"
"Pablo Fenjves"
"Parke S. Rouse, Jr."
"Parke S. Rouse Jr."
"Patricia Maxwell"
"Patricia Anne Ponder Maxwell"
"Patsy Adam-Smith"
"Paul Osborn"
"Paula Cwikly"
"Paulo Mendes Campos"
"Peryf ap Cedifor"
"Peter S. Prescott"
"Pierre de La Primaudaye"
"R. N. D. Wilson"
"Rachel Wyatt"
"Rae Desmond Jones"
"Ram Nath Kak"
"Ranjitram Mehta"
"Rex Ingamells"
"Rex M. Best"
"Rhisiart ap Rhys"
"Rhys Brydydd"
"Rhys Cadwaladr"
"Rhys Cain"
"Rhys Nanmor"
"Rhys Prichard"
"Rivy Poupko Kletenik"
"Robert Hood"
"Rob Hood"
"Robert Digges Wimberly Connor"
"Robert Greacen"
"Roberta Beach Jacobson"
"Robison Wells"
"Roger McDonald"
